,booking_id,tournament_id,match_id,match_name,match_date,stage_name,team_id,team_name,team_confederation,player_id,yellow_card,red_card,referee_id,ref_confederation,year
510,B-0511,WC-1990,M-1990-28,Yugoslavia vs United Arab Emirates,1990-06-19,group stage,T-87,Yugoslavia,UEFA,P-31892,1,0,R-426,AFC,1990
511,B-0512,WC-1990,M-1990-28,Yugoslavia vs United Arab Emirates,1990-06-19,group stage,T-82,United Arab Emirates,AFC,P-23285,2,0,R-426,AFC,1990
512,B-0513,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-69681,1,0,R-015,AFC,1990
513,B-0514,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-83,United States,CONCACAF,P-82723,1,0,R-015,AFC,1990
514,B-0515,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-83,United States,CONCACAF,P-85296,1,0,R-015,AFC,1990
515,B-0516,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-57468,1,0,R-015,AFC,1990
516,B-0517,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-67942,0,1,R-015,AFC,1990
517,B-0518,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-83,United States,CONCACAF,P-93627,1,0,R-015,AFC,1990
518,B-0519,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-67426,1,0,R-015,AFC,1990
519,B-0520,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-83,United States,CONCACAF,P-51936,1,0,R-015,AFC,1990
520,B-0521,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-29893,1,0,R-015,AFC,1990
521,B-0522,WC-1990,M-1990-29,Austria vs United States,1990-06-19,group stage,T-05,Austria,UEFA,P-57682,1,0,R-015,AFC,1990
522,B-0523,WC-1990,M-1990-30,Italy vs Czechoslovakia,1990-06-19,group stage,T-21,Czechoslovakia,UEFA,P-52500,1,0,R-357,UEFA,1990
523,B-0524,WC-1990,M-1990-30,Italy vs Czechoslovakia,1990-06-19,group stage,T-21,Czechoslovakia,UEFA,P-71260,1,0,R-357,UEFA,1990
524,B-0525,WC-1990,M-1990-30,Italy vs Czechoslovakia,1990-06-19,group stage,T-41,Italy,UEFA,P-78756,1,0,R-357,UEFA,1990
525,B-0526,WC-1990,M-1990-30,Italy vs Czechoslovakia,1990-06-19,group stage,T-41,Italy,UEFA,P-67585,1,0,R-357,UEFA,1990
526,B-0527,WC-1990,M-1990-31,Brazil vs Scotland,1990-06-20,group stage,T-64,Scotland,UEFA,P-17223,1,0,R-224,UEFA,1990
527,B-0528,WC-1990,M-1990-31,Brazil vs Scotland,1990-06-20,group stage,T-64,Scotland,UEFA,P-10435,1,0,R-224,UEFA,1990
528,B-0529,WC-1990,M-1990-32,Sweden vs Costa Rica,1990-06-20,group stage,T-74,Sweden,UEFA,P-67329,1,0,R-343,UEFA,1990
529,B-0530,WC-1990,M-1990-32,Sweden vs Costa Rica,1990-06-20,group stage,T-17,Costa Rica,CONCACAF,P-16382,1,0,R-343,UEFA,1990
530,B-0531,WC-1990,M-1990-32,Sweden vs Costa Rica,1990-06-20,group stage,T-17,Costa Rica,CONCACAF,P-37790,1,0,R-343,UEFA,1990
531,B-0532,WC-1990,M-1990-32,Sweden vs Costa Rica,1990-06-20,group stage,T-74,Sweden,UEFA,P-63692,1,0,R-343,UEFA,1990
532,B-0533,WC-1990,M-1990-34,South Korea vs Uruguay,1990-06-21,group stage,T-71,South Korea,AFC,P-86017,1,0,R-235,UEFA,1990
533,B-0534,WC-1990,M-1990-34,South Korea vs Uruguay,1990-06-21,group stage,T-84,Uruguay,CONMEBOL,P-68471,1,0,R-235,UEFA,1990
534,B-0535,WC-1990,M-1990-34,South Korea vs Uruguay,1990-06-21,group stage,T-84,Uruguay,CONMEBOL,P-53299,1,0,R-235,UEFA,1990
535,B-0536,WC-1990,M-1990-34,South Korea vs Uruguay,1990-06-21,group stage,T-71,South Korea,AFC,P-99575,2,0,R-235,UEFA,1990
536,B-0537,WC-1990,M-1990-34,South Korea vs Uruguay,1990-06-21,group stage,T-71,South Korea,AFC,P-35322,1,0,R-235,UEFA,1990
537,B-0538,WC-1990,M-1990-35,England vs Egypt,1990-06-21,group stage,T-26,Egypt,CAF,P-62193,1,0,R-383,UEFA,1990
538,B-0539,WC-1990,M-1990-35,England vs Egypt,1990-06-21,group stage,T-26,Egypt,CAF,P-41175,1,0,R-383,UEFA,1990
539,B-0540,WC-1990,M-1990-35,England vs Egypt,1990-06-21,group stage,T-28,England,UEFA,P-18335,1,0,R-383,UEFA,1990
540,B-0541,WC-1990,M-1990-36,Republic of Ireland vs Netherlands,1990-06-21,group stage,T-48,Netherlands,UEFA,P-92391,1,0,R-459,UEFA,1990
541,B-0542,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-11,Cameroon,CAF,P-84420,1,0,R-235,UEFA,1990
542,B-0543,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-11,Cameroon,CAF,P-53341,1,0,R-235,UEFA,1990
543,B-0544,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-11,Cameroon,CAF,P-12458,1,0,R-235,UEFA,1990
544,B-0545,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-16,Colombia,CONMEBOL,P-92695,1,0,R-235,UEFA,1990
545,B-0546,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-16,Colombia,CONMEBOL,P-31825,1,0,R-235,UEFA,1990
546,B-0547,WC-1990,M-1990-37,Cameroon vs Colombia,1990-06-23,round of 16,T-11,Cameroon,CAF,P-56577,1,0,R-235,UEFA,1990
547,B-0548,WC-1990,M-1990-38,Czechoslovakia vs Costa Rica,1990-06-23,round of 16,T-17,Costa Rica,CONCACAF,P-74237,1,0,R-222,UEFA,1990
548,B-0549,WC-1990,M-1990-38,Czechoslovakia vs Costa Rica,1990-06-23,round of 16,T-21,Czechoslovakia,UEFA,P-73737,1,0,R-222,UEFA,1990
549,B-0550,WC-1990,M-1990-38,Czechoslovakia vs Costa Rica,1990-06-23,round of 16,T-21,Czechoslovakia,UEFA,P-57995,1,0,R-222,UEFA,1990
550,B-0551,WC-1990,M-1990-38,Czechoslovakia vs Costa Rica,1990-06-23,round of 16,T-21,Czechoslovakia,UEFA,P-20647,1,0,R-222,UEFA,1990
551,B-0552,WC-1990,M-1990-38,Czechoslovakia vs Costa Rica,1990-06-23,round of 16,T-17,Costa Rica,CONCACAF,P-37790,1,0,R-222,UEFA,1990
552,B-0553,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-03,Argentina,CONMEBOL,P-31161,1,0,R-357,UEFA,1990
553,B-0554,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-03,Argentina,CONMEBOL,P-49676,1,0,R-357,UEFA,1990
554,B-0555,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-09,Brazil,CONMEBOL,P-61247,1,0,R-357,UEFA,1990
555,B-0556,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-09,Brazil,CONMEBOL,P-06573,1,0,R-357,UEFA,1990
556,B-0557,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-09,Brazil,CONMEBOL,P-88506,0,1,R-357,UEFA,1990
557,B-0558,WC-1990,M-1990-39,Brazil vs Argentina,1990-06-24,round of 16,T-03,Argentina,CONMEBOL,P-34056,1,0,R-357,UEFA,1990
558,B-0559,WC-1990,M-1990-40,West Germany vs Netherlands,1990-06-24,round of 16,T-86,West Germany,UEFA,P-04572,0,1,R-255,CONMEBOL,1990
559,B-0560,WC-1990,M-1990-40,West Germany vs Netherlands,1990-06-24,round of 16,T-48,Netherlands,UEFA,P-92391,0,1,R-255,CONMEBOL,1990
560,B-0561,WC-1990,M-1990-40,West Germany vs Netherlands,1990-06-24,round of 16,T-48,Netherlands,UEFA,P-50869,1,0,R-255,CONMEBOL,1990
561,B-0562,WC-1990,M-1990-40,West Germany vs Netherlands,1990-06-24,round of 16,T-48,Netherlands,UEFA,P-76874,1,0,R-255,CONMEBOL,1990
562,B-0563,WC-1990,M-1990-40,West Germany vs Netherlands,1990-06-24,round of 16,T-86,West Germany,UEFA,P-49502,1,0,R-255,CONMEBOL,1990
563,B-0564,WC-1990,M-1990-41,Republic of Ireland vs Romania,1990-06-25,round of 16,T-60,Republic of Ireland,UEFA,P-42603,1,0,R-481,CONMEBOL,1990
564,B-0565,WC-1990,M-1990-41,Republic of Ireland vs Romania,1990-06-25,round of 16,T-60,Republic of Ireland,UEFA,P-96122,1,0,R-481,CONMEBOL,1990
565,B-0566,WC-1990,M-1990-41,Republic of Ireland vs Romania,1990-06-25,round of 16,T-61,Romania,UEFA,P-30739,1,0,R-481,CONMEBOL,1990
566,B-0567,WC-1990,M-1990-41,Republic of Ireland vs Romania,1990-06-25,round of 16,T-61,Romania,UEFA,P-49988,1,0,R-481,CONMEBOL,1990
567,B-0568,WC-1990,M-1990-42,Italy vs Uruguay,1990-06-25,round of 16,T-84,Uruguay,CONMEBOL,P-02668,1,0,R-105,UEFA,1990
568,B-0569,WC-1990,M-1990-42,Italy vs Uruguay,1990-06-25,round of 16,T-84,Uruguay,CONMEBOL,P-22385,1,0,R-105,UEFA,1990
569,B-0570,WC-1990,M-1990-42,Italy vs Uruguay,1990-06-25,round of 16,T-84,Uruguay,CONMEBOL,P-69960,1,0,R-105,UEFA,1990
570,B-0571,WC-1990,M-1990-42,Italy vs Uruguay,1990-06-25,round of 16,T-41,Italy,UEFA,P-67585,1,0,R-105,UEFA,1990
571,B-0572,WC-1990,M-1990-42,Italy vs Uruguay,1990-06-25,round of 16,T-84,Uruguay,CONMEBOL,P-86817,1,0,R-105,UEFA,1990
572,B-0573,WC-1990,M-1990-43,Spain vs Yugoslavia,1990-06-26,round of 16,T-87,Yugoslavia,UEFA,P-54317,1,0,R-396,UEFA,1990
573,B-0574,WC-1990,M-1990-43,Spain vs Yugoslavia,1990-06-26,round of 16,T-87,Yugoslavia,UEFA,P-83693,1,0,R-396,UEFA,1990
574,B-0575,WC-1990,M-1990-43,Spain vs Yugoslavia,1990-06-26,round of 16,T-73,Spain,UEFA,P-61508,1,0,R-396,UEFA,1990
575,B-0576,WC-1990,M-1990-43,Spain vs Yugoslavia,1990-06-26,round of 16,T-87,Yugoslavia,UEFA,P-09094,1,0,R-396,UEFA,1990
576,B-0577,WC-1990,M-1990-43,Spain vs Yugoslavia,1990-06-26,round of 16,T-73,Spain,UEFA,P-31693,1,0,R-396,UEFA,1990
577,B-0578,WC-1990,M-1990-44,England vs Belgium,1990-06-26,round of 16,T-28,England,UEFA,P-06127,1,0,R-299,UEFA,1990
578,B-0579,WC-1990,M-1990-45,Argentina vs Yugoslavia,1990-06-30,quarter-finals,T-03,Argentina,CONMEBOL,P-80379,1,0,R-383,UEFA,1990
579,B-0580,WC-1990,M-1990-45,Argentina vs Yugoslavia,1990-06-30,quarter-finals,T-87,Yugoslavia,UEFA,P-48922,2,0,R-383,UEFA,1990
580,B-0581,WC-1990,M-1990-45,Argentina vs Yugoslavia,1990-06-30,quarter-finals,T-03,Argentina,CONMEBOL,P-46907,1,0,R-383,UEFA,1990
581,B-0582,WC-1990,M-1990-45,Argentina vs Yugoslavia,1990-06-30,quarter-finals,T-03,Argentina,CONMEBOL,P-30977,1,0,R-383,UEFA,1990
582,B-0583,WC-1990,M-1990-45,Argentina vs Yugoslavia,1990-06-30,quarter-finals,T-03,Argentina,CONMEBOL,P-14628,1,0,R-383,UEFA,1990
583,B-0584,WC-1990,M-1990-46,Republic of Ireland vs Italy,1990-06-30,quarter-finals,T-41,Italy,UEFA,P-35719,1,0,R-407,UEFA,1990
584,B-0585,WC-1990,M-1990-46,Republic of Ireland vs Italy,1990-06-30,quarter-finals,T-60,Republic of Ireland,UEFA,P-15882,1,0,R-407,UEFA,1990
585,B-0586,WC-1990,M-1990-47,Czechoslovakia vs West Germany,1990-07-01,quarter-finals,T-21,Czechoslovakia,UEFA,P-85306,2,0,R-224,UEFA,1990
586,B-0587,WC-1990,M-1990-47,Czechoslovakia vs West Germany,1990-07-01,quarter-finals,T-21,Czechoslovakia,UEFA,P-08239,1,0,R-224,UEFA,1990
587,B-0588,WC-1990,M-1990-47,Czechoslovakia vs West Germany,1990-07-01,quarter-finals,T-86,West Germany,UEFA,P-91373,1,0,R-224,UEFA,1990
588,B-0589,WC-1990,M-1990-47,Czechoslovakia vs West Germany,1990-07-01,quarter-finals,T-21,Czechoslovakia,UEFA,P-20647,1,0,R-224,UEFA,1990
589,B-0590,WC-1990,M-1990-47,Czechoslovakia vs West Germany,1990-07-01,quarter-finals,T-21,Czechoslovakia,UEFA,P-65434,1,0,R-224,UEFA,1990
590,B-0591,WC-1990,M-1990-48,Cameroon vs England,1990-07-01,quarter-finals,T-11,Cameroon,CAF,P-31657,1,0,R-094,CONCACAF,1990
591,B-0592,WC-1990,M-1990-48,Cameroon vs England,1990-07-01,quarter-finals,T-28,England,UEFA,P-67307,1,0,R-094,CONCACAF,1990
592,B-0593,WC-1990,M-1990-48,Cameroon vs England,1990-07-01,quarter-finals,T-11,Cameroon,CAF,P-95667,1,0,R-094,CONCACAF,1990
593,B-0594,WC-1990,M-1990-48,Cameroon vs England,1990-07-01,quarter-finals,T-11,Cameroon,CAF,P-58080,1,0,R-094,CONCACAF,1990
594,B-0595,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-41,Italy,UEFA,P-75545,1,0,R-459,UEFA,1990
595,B-0596,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-03,Argentina,CONMEBOL,P-49676,2,0,R-459,UEFA,1990
596,B-0597,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-03,Argentina,CONMEBOL,P-79080,1,0,R-459,UEFA,1990
597,B-0598,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-03,Argentina,CONMEBOL,P-46907,1,0,R-459,UEFA,1990
598,B-0599,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-03,Argentina,CONMEBOL,P-35873,1,0,R-459,UEFA,1990
599,B-0600,WC-1990,M-1990-49,Argentina vs Italy,1990-07-03,semi-finals,T-03,Argentina,CONMEBOL,P-22408,1,0,R-459,UEFA,1990
600,B-0601,WC-1990,M-1990-50,West Germany vs England,1990-07-04,semi-finals,T-28,England,UEFA,P-96960,1,0,R-481,CONMEBOL,1990
601,B-0602,WC-1990,M-1990-50,West Germany vs England,1990-07-04,semi-finals,T-28,England,UEFA,P-06127,1,0,R-481,CONMEBOL,1990
602,B-0603,WC-1990,M-1990-50,West Germany vs England,1990-07-04,semi-finals,T-86,West Germany,UEFA,P-67713,1,0,R-481,CONMEBOL,1990
603,B-0604,WC-1990,M-1990-52,West Germany vs Argentina,1990-07-08,final,T-03,Argentina,CONMEBOL,P-53936,0,1,R-094,CONCACAF,1990
604,B-0605,WC-1990,M-1990-52,West Germany vs Argentina,1990-07-08,final,T-86,West Germany,UEFA,P-04572,1,0,R-094,CONCACAF,1990
605,B-0606,WC-1990,M-1990-52,West Germany vs Argentina,1990-07-08,final,T-03,Argentina,CONMEBOL,P-31161,0,1,R-094,CONCACAF,1990
606,B-0607,WC-1990,M-1990-52,West Germany vs Argentina,1990-07-08,final,T-03,Argentina,CONMEBOL,P-30977,1,0,R-094,CONCACAF,1990
607,B-0608,WC-1990,M-1990-52,West Germany vs Argentina,1990-07-08,final,T-03,Argentina,CONMEBOL,P-80404,1,0,R-094,CONCACAF,1990
608,B-0642,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-31,Germany,UEFA,P-83968,1,0,R-067,CONCACAF,1994
609,B-0643,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-07,Bolivia,CONMEBOL,P-61814,1,0,R-067,CONCACAF,1994
610,B-0644,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-07,Bolivia,CONMEBOL,P-84079,1,0,R-067,CONCACAF,1994
611,B-0645,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-31,Germany,UEFA,P-37963,1,0,R-067,CONCACAF,1994
612,B-0646,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-07,Bolivia,CONMEBOL,P-92800,1,0,R-067,CONCACAF,1994
613,B-0647,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-07,Bolivia,CONMEBOL,P-22812,0,1,R-067,CONCACAF,1994
614,B-0648,WC-1994,M-1994-01,Germany vs Bolivia,1994-06-17,group stage,T-07,Bolivia,CONMEBOL,P-74977,1,0,R-067,CONCACAF,1994
615,B-0649,WC-1994,M-1994-02,Spain vs South Korea,1994-06-17,group stage,T-73,Spain,UEFA,P-38878,1,0,R-299,UEFA,1994
616,B-0650,WC-1994,M-1994-02,Spain vs South Korea,1994-06-17,group stage,T-73,Spain,UEFA,P-03307,0,1,R-299,UEFA,1994
617,B-0651,WC-1994,M-1994-02,Spain vs South Korea,1994-06-17,group stage,T-71,South Korea,AFC,P-95664,1,0,R-299,UEFA,1994
618,B-0652,WC-1994,M-1994-02,Spain vs South Korea,1994-06-17,group stage,T-71,South Korea,AFC,P-51868,1,0,R-299,UEFA,1994
619,B-0653,WC-1994,M-1994-02,Spain vs South Korea,1994-06-17,group stage,T-73,Spain,UEFA,P-97666,1,0,R-299,UEFA,1994
620,B-0654,WC-1994,M-1994-03,United States vs Switzerland,1994-06-18,group stage,T-75,Switzerland,UEFA,P-94830,1,0,R-233,CONMEBOL,1994
621,B-0655,WC-1994,M-1994-03,United States vs Switzerland,1994-06-18,group stage,T-75,Switzerland,UEFA,P-76790,1,0,R-233,CONMEBOL,1994
622,B-0656,WC-1994,M-1994-03,United States vs Switzerland,1994-06-18,group stage,T-83,United States,CONCACAF,P-14008,1,0,R-233,CONMEBOL,1994
623,B-0657,WC-1994,M-1994-04,Italy vs Republic of Ireland,1994-06-18,group stage,T-60,Republic of Ireland,UEFA,P-99685,1,0,R-450,UEFA,1994
624,B-0658,WC-1994,M-1994-04,Italy vs Republic of Ireland,1994-06-18,group stage,T-60,Republic of Ireland,UEFA,P-90357,1,0,R-450,UEFA,1994
625,B-0659,WC-1994,M-1994-04,Italy vs Republic of Ireland,1994-06-18,group stage,T-60,Republic of Ireland,UEFA,P-25274,1,0,R-450,UEFA,1994
626,B-0660,WC-1994,M-1994-05,Colombia vs Romania,1994-06-18,group stage,T-16,Colombia,CONMEBOL,P-43980,1,0,R-015,AFC,1994
627,B-0661,WC-1994,M-1994-05,Colombia vs Romania,1994-06-18,group stage,T-61,Romania,UEFA,P-69340,1,0,R-015,AFC,1994
628,B-0662,WC-1994,M-1994-05,Colombia vs Romania,1994-06-18,group stage,T-16,Colombia,CONMEBOL,P-49600,1,0,R-015,AFC,1994
629,B-0663,WC-1994,M-1994-05,Colombia vs Romania,1994-06-18,group stage,T-16,Colombia,CONMEBOL,P-10890,1,0,R-015,AFC,1994
630,B-0664,WC-1994,M-1994-06,Belgium vs Morocco,1994-06-19,group stage,T-47,Morocco,CAF,P-96824,1,0,R-436,CONMEBOL,1994
631,B-0665,WC-1994,M-1994-06,Belgium vs Morocco,1994-06-19,group stage,T-47,Morocco,CAF,P-08730,1,0,R-436,CONMEBOL,1994
632,B-0666,WC-1994,M-1994-06,Belgium vs Morocco,1994-06-19,group stage,T-06,Belgium,UEFA,P-99499,1,0,R-436,CONMEBOL,1994
633,B-0667,WC-1994,M-1994-06,Belgium vs Morocco,1994-06-19,group stage,T-06,Belgium,UEFA,P-83199,1,0,R-436,CONMEBOL,1994
634,B-0668,WC-1994,M-1994-06,Belgium vs Morocco,1994-06-19,group stage,T-47,Morocco,CAF,P-84885,1,0,R-436,CONMEBOL,1994
635,B-0669,WC-1994,M-1994-07,Norway vs Mexico,1994-06-19,group stage,T-53,Norway,UEFA,P-93679,1,0,R-354,UEFA,1994
636,B-0670,WC-1994,M-1994-07,Norway vs Mexico,1994-06-19,group stage,T-53,Norway,UEFA,P-61579,1,0,R-354,UEFA,1994
637,B-0671,WC-1994,M-1994-07,Norway vs Mexico,1994-06-19,group stage,T-46,Mexico,CONCACAF,P-78308,1,0,R-354,UEFA,1994
638,B-0672,WC-1994,M-1994-08,Cameroon vs Sweden,1994-06-19,group stage,T-11,Cameroon,CAF,P-12458,1,0,R-431,CONMEBOL,1994
639,B-0673,WC-1994,M-1994-08,Cameroon vs Sweden,1994-06-19,group stage,T-74,Sweden,UEFA,P-63429,1,0,R-431,CONMEBOL,1994
640,B-0674,WC-1994,M-1994-09,Brazil vs Russia,1994-06-20,group stage,T-62,Russia,UEFA,P-70700,1,0,R-246,CAF,1994
641,B-0675,WC-1994,M-1994-09,Brazil vs Russia,1994-06-20,group stage,T-62,Russia,UEFA,P-69635,1,0,R-246,CAF,1994
642,B-0676,WC-1994,M-1994-09,Brazil vs Russia,1994-06-20,group stage,T-62,Russia,UEFA,P-82492,1,0,R-246,CAF,1994
643,B-0677,WC-1994,M-1994-10,Netherlands vs Saudi Arabia,1994-06-20,group stage,T-63,Saudi Arabia,AFC,P-60332,1,0,R-123,UEFA,1994
644,B-0678,WC-1994,M-1994-10,Netherlands vs Saudi Arabia,1994-06-20,group stage,T-63,Saudi Arabia,AFC,P-29132,1,0,R-123,UEFA,1994
645,B-0679,WC-1994,M-1994-10,Netherlands vs Saudi Arabia,1994-06-20,group stage,T-48,Netherlands,UEFA,P-49163,1,0,R-123,UEFA,1994
646,B-0680,WC-1994,M-1994-10,Netherlands vs Saudi Arabia,1994-06-20,group stage,T-63,Saudi Arabia,AFC,P-21550,1,0,R-123,UEFA,1994
647,B-0681,WC-1994,M-1994-10,Netherlands vs Saudi Arabia,1994-06-20,group stage,T-48,Netherlands,UEFA,P-32212,1,0,R-123,UEFA,1994
648,B-0682,WC-1994,M-1994-11,Argentina vs Greece,1994-06-21,group stage,T-33,Greece,UEFA,P-06459,1,0,R-022,CONCACAF,1994
649,B-0683,WC-1994,M-1994-11,Argentina vs Greece,1994-06-21,group stage,T-03,Argentina,CONMEBOL,P-41616,1,0,R-022,CONCACAF,1994
650,B-0684,WC-1994,M-1994-11,Argentina vs Greece,1994-06-21,group stage,T-33,Greece,UEFA,P-43850,1,0,R-022,CONCACAF,1994
651,B-0685,WC-1994,M-1994-12,Germany vs Spain,1994-06-21,group stage,T-73,Spain,UEFA,P-18314,1,0,R-087,CONMEBOL,1994
652,B-0686,WC-1994,M-1994-12,Germany vs Spain,1994-06-21,group stage,T-73,Spain,UEFA,P-24945,1,0,R-087,CONMEBOL,1994
653,B-0687,WC-1994,M-1994-12,Germany vs Spain,1994-06-21,group stage,T-73,Spain,UEFA,P-35246,1,0,R-087,CONMEBOL,1994
654,B-0688,WC-1994,M-1994-12,Germany vs Spain,1994-06-21,group stage,T-31,Germany,UEFA,P-61872,1,0,R-087,CONMEBOL,1994
655,B-0689,WC-1994,M-1994-13,Nigeria vs Bulgaria,1994-06-21,group stage,T-10,Bulgaria,UEFA,P-19567,1,0,R-033,CONCACAF,1994
656,B-0690,WC-1994,M-1994-13,Nigeria vs Bulgaria,1994-06-21,group stage,T-50,Nigeria,CAF,P-22820,1,0,R-033,CONCACAF,1994
657,B-0691,WC-1994,M-1994-14,Romania vs Switzerland,1994-06-22,group stage,T-61,Romania,UEFA,P-81047,1,0,R-211,CAF,1994
658,B-0692,WC-1994,M-1994-14,Romania vs Switzerland,1994-06-22,group stage,T-61,Romania,UEFA,P-86528,1,0,R-211,CAF,1994
659,B-0693,WC-1994,M-1994-14,Romania vs Switzerland,1994-06-22,group stage,T-61,Romania,UEFA,P-43639,1,0,R-211,CAF,1994
660,B-0694,WC-1994,M-1994-14,Romania vs Switzerland,1994-06-22,group stage,T-61,Romania,UEFA,P-15773,0,1,R-211,CAF,1994
661,B-0695,WC-1994,M-1994-15,United States vs Colombia,1994-06-22,group stage,T-16,Colombia,CONMEBOL,P-23692,1,0,R-037,UEFA,1994
662,B-0696,WC-1994,M-1994-15,United States vs Colombia,1994-06-22,group stage,T-83,United States,CONCACAF,P-79863,1,0,R-037,UEFA,1994
663,B-0697,WC-1994,M-1994-16,Italy vs Norway,1994-06-23,group stage,T-41,Italy,UEFA,P-88002,0,1,R-227,UEFA,1994
664,B-0698,WC-1994,M-1994-16,Italy vs Norway,1994-06-23,group stage,T-53,Norway,UEFA,P-52878,1,0,R-227,UEFA,1994
665,B-0699,WC-1994,M-1994-16,Italy vs Norway,1994-06-23,group stage,T-41,Italy,UEFA,P-26730,1,0,R-227,UEFA,1994
666,B-0700,WC-1994,M-1994-16,Italy vs Norway,1994-06-23,group stage,T-53,Norway,UEFA,P-93679,1,0,R-227,UEFA,1994
667,B-0701,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-07,Bolivia,CONMEBOL,P-49642,1,0,R-305,UEFA,1994
668,B-0702,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-07,Bolivia,CONMEBOL,P-26034,2,0,R-305,UEFA,1994
669,B-0703,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-07,Bolivia,CONMEBOL,P-84079,1,0,R-305,UEFA,1994
670,B-0704,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-71,South Korea,AFC,P-39863,1,0,R-305,UEFA,1994
671,B-0705,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-71,South Korea,AFC,P-97902,1,0,R-305,UEFA,1994
672,B-0706,WC-1994,M-1994-17,South Korea vs Bolivia,1994-06-23,group stage,T-71,South Korea,AFC,P-92215,1,0,R-305,UEFA,1994
673,B-0707,WC-1994,M-1994-18,Mexico vs Republic of Ireland,1994-06-24,group stage,T-60,Republic of Ireland,UEFA,P-25274,1,0,R-383,UEFA,1994
674,B-0708,WC-1994,M-1994-18,Mexico vs Republic of Ireland,1994-06-24,group stage,T-46,Mexico,CONCACAF,P-97610,1,0,R-383,UEFA,1994
675,B-0709,WC-1994,M-1994-18,Mexico vs Republic of Ireland,1994-06-24,group stage,T-46,Mexico,CONCACAF,P-50787,1,0,R-383,UEFA,1994
676,B-0710,WC-1994,M-1994-18,Mexico vs Republic of Ireland,1994-06-24,group stage,T-60,Republic of Ireland,UEFA,P-99685,1,0,R-383,UEFA,1994
677,B-0711,WC-1994,M-1994-19,Brazil vs Cameroon,1994-06-24,group stage,T-11,Cameroon,CAF,P-08703,1,0,R-067,CONCACAF,1994
678,B-0712,WC-1994,M-1994-19,Brazil vs Cameroon,1994-06-24,group stage,T-11,Cameroon,CAF,P-07520,1,0,R-067,CONCACAF,1994
679,B-0713,WC-1994,M-1994-19,Brazil vs Cameroon,1994-06-24,group stage,T-09,Brazil,CONMEBOL,P-12551,1,0,R-067,CONCACAF,1994
680,B-0714,WC-1994,M-1994-19,Brazil vs Cameroon,1994-06-24,group stage,T-11,Cameroon,CAF,P-98173,0,1,R-067,CONCACAF,1994
681,B-0715,WC-1994,M-1994-20,Sweden vs Russia,1994-06-24,group stage,T-62,Russia,UEFA,P-06372,2,0,R-357,UEFA,1994
682,B-0716,WC-1994,M-1994-20,Sweden vs Russia,1994-06-24,group stage,T-62,Russia,UEFA,P-54805,1,0,R-357,UEFA,1994
683,B-0717,WC-1994,M-1994-20,Sweden vs Russia,1994-06-24,group stage,T-74,Sweden,UEFA,P-60371,1,0,R-357,UEFA,1994
